Id,Probability
00360f79fd6e02781457eda48f85da90_Zone1,0.0985178727114211
00360f79fd6e02781457eda48f85da90_Zone2,0.109851787271142
00360f79fd6e02781457eda48f85da90_Zone3,0.0897994768962511
00360f79fd6e02781457eda48f85da90_Zone4,0.111595466434176
00360f79fd6e02781457eda48f85da90_Zone5,0.0802092414995641
00360f79fd6e02781457eda48f85da90_Zone6,0.0950305143853531
00360f79fd6e02781457eda48f85da90_Zone7,0.0810810810810811
00360f79fd6e02781457eda48f85da90_Zone8,0.107236268526591
00360f79fd6e02781457eda48f85da90_Zone9,0.0863121185701831
00360f79fd6e02781457eda48f85da90_Zone10,0.0915431560592851
00360f79fd6e02781457eda48f85da90_Zone11,0.0993897122929381
00360f79fd6e02781457eda48f85da90_Zone12,0.0967741935483871
00360f79fd6e02781457eda48f85da90_Zone13,0.0985178727114211
00360f79fd6e02781457eda48f85da90_Zone14,0.0959023539668701
00360f79fd6e02781457eda48f85da90_Zone15,0.100261551874455
00360f79fd6e02781457eda48f85da90_Zone16,0.0985178727114211
00360f79fd6e02781457eda48f85da90_Zone17,0.0906713164777681
0043db5e8c819bffc15261b1f1ac5e42_Zone1,0.0985178727114211
0043db5e8c819bffc15261b1f1ac5e42_Zone2,0.109851787271142
0043db5e8c819bffc15261b1f1ac5e42_Zone3,0.0897994768962511
0043db5e8c819bffc15261b1f1ac5e42_Zone4,0.111595466434176
0043db5e8c819bffc15261b1f1ac5e42_Zone5,0.0802092414995641
0043db5e8c819bffc15261b1f1ac5e42_Zone6,0.0950305143853531
0043db5e8c819bffc15261b1f1ac5e42_Zone7,0.0810810810810811
0043db5e8c819bffc15261b1f1ac5e42_Zone8,0.107236268526591
0043db5e8c819bffc15261b1f1ac5e42_Zone9,0.0863121185701831
0043db5e8c819bffc15261b1f1ac5e42_Zone10,0.0915431560592851
0043db5e8c819bffc15261b1f1ac5e42_Zone11,0.0993897122929381
0043db5e8c819bffc15261b1f1ac5e42_Zone12,0.0967741935483871
0043db5e8c819bffc15261b1f1ac5e42_Zone13,0.0985178727114211
0043db5e8c819bffc15261b1f1ac5e42_Zone14,0.0959023539668701
0043db5e8c819bffc15261b1f1ac5e42_Zone15,0.100261551874455
0043db5e8c819bffc15261b1f1ac5e42_Zone16,0.0985178727114211
0043db5e8c819bffc15261b1f1ac5e42_Zone17,0.0906713164777681
0050492f92e22eed3474ae3a6fc907fa_Zone1,0.0985178727114211
0050492f92e22eed3474ae3a6fc907fa_Zone2,0.109851787271142
0050492f92e22eed3474ae3a6fc907fa_Zone3,0.0897994768962511
0050492f92e22eed3474ae3a6fc907fa_Zone4,0.111595466434176
0050492f92e22eed3474ae3a6fc907fa_Zone5,0.0802092414995641
0050492f92e22eed3474ae3a6fc907fa_Zone6,0.0950305143853531
0050492f92e22eed3474ae3a6fc907fa_Zone7,0.0810810810810811
0050492f92e22eed3474ae3a6fc907fa_Zone8,0.107236268526591
0050492f92e22eed3474ae3a6fc907fa_Zone9,0.0863121185701831
0050492f92e22eed3474ae3a6fc907fa_Zone10,0.0915431560592851
0050492f92e22eed3474ae3a6fc907fa_Zone11,0.0993897122929381
0050492f92e22eed3474ae3a6fc907fa_Zone12,0.0967741935483871
0050492f92e22eed3474ae3a6fc907fa_Zone13,0.0985178727114211
0050492f92e22eed3474ae3a6fc907fa_Zone14,0.0959023539668701
0050492f92e22eed3474ae3a6fc907fa_Zone15,0.100261551874455
0050492f92e22eed3474ae3a6fc907fa_Zone16,0.0985178727114211
0050492f92e22eed3474ae3a6fc907fa_Zone17,0.0906713164777681
